date,country,region,county,city,gt_airbnb,gt_hotel,gt_flights,gt_attraction_1,gt_attraction_2,gt_attraction_3,nights_spent_nuts2,nights_spent_country,arrivals_country,bed_places_country,avg_length_of_stay_country,occupancy_rate_country
2022-01-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,4,41,6,0,0,27.0,303334.0,505088.0,172813.0,1127178.0,2.92,1.45
2022-02-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,51,6,0,0,30.0,375901.0,569773.0,225448.0,1127178.0,2.53,1.81
2022-03-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,7,57,7,1,0,43.0,583998.0,811830.0,314872.0,1127178.0,2.58,2.32
2022-04-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,10,64,10,0,0,42.0,2203960.0,2524820.0,832563.0,1127178.0,3.03,7.47
2022-05-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,19,73,12,3,1,72.0,3906127.0,4262857.0,1230878.0,1127178.0,3.46,12.2
2022-06-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,21,76,14,4,3,67.0,12637448.0,13068016.0,2658171.0,1127178.0,4.92,38.65
2022-07-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,29,87,19,5,3,70.0,24688774.0,25251042.0,4339175.0,1127178.0,5.82,72.26
2022-08-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,21,81,16,5,3,71.0,26836407.0,27515088.0,4376957.0,1127178.0,6.29,78.74
2022-09-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,17,88,14,4,2,36.0,10674564.0,11129168.0,2072946.0,1127178.0,5.37,32.91
2022-10-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,13,65,11,2,0,41.0,2445309.0,2826847.0,891762.0,1127178.0,3.17,8.09
2022-11-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,9,48,9,0,0,32.0,506996.0,800869.0,324118.0,1127178.0,2.47,2.37
2022-12-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,9,47,6,0,0,83.0,410422.0,739985.0,329442.0,1127178.0,2.25,2.12
2023-01-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,9,54,9,0,0,44.0,353870.0,601576.0,228788.0,1149340.0,2.63,1.69
2023-02-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,11,60,7,0,0,34.0,411618.0,651143.0,272438.0,1149340.0,2.39,2.02
2023-03-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,15,66,11,0,0,48.0,698375.0,982111.0,424191.0,1149340.0,2.32,2.76
2023-04-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,18,76,11,0,0,49.0,2646085.0,3040869.0,1090608.0,1149340.0,2.79,8.82
2023-05-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,21,78,12,3,3,80.0,5135325.0,5570471.0,1624019.0,1149340.0,3.43,15.63
2023-06-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,23,81,15,3,3,63.0,12706943.0,13182447.0,2732647.0,1149340.0,4.82,38.23
2023-07-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,30,82,17,6,3,81.0,24412391.0,25028824.0,4506216.0,1149340.0,5.55,70.25
2023-08-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,27,85,18,7,3,87.0,26165474.0,26886341.0,4434102.0,1149340.0,6.06,75.46
2023-09-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,17,87,18,6,3,79.0,11065182.0,11570721.0,2390861.0,1149340.0,4.84,33.56
2023-10-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,11,65,13,2,2,41.0,2749829.0,3164783.0,1024654.0,1149340.0,3.09,8.88
2023-11-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,8,57,10,0,0,34.0,507551.0,822758.0,368705.0,1149340.0,2.23,2.39
2023-12-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,51,9,0,0,68.0,464871.0,839104.0,389344.0,1149340.0,2.16,2.36
2024-01-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,7,59,8,0,0,41.0,343511.0,594306.0,231154.0,1177999.0,2.57,1.63
2024-02-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,72,10,0,0,38.0,441474.0,702884.0,312397.0,1177999.0,2.25,2.06
2024-03-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,7,65,10,0,0,48.0,1015048.0,1321372.0,536528.0,1177999.0,2.46,3.62
2024-04-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,11,70,8,2,2,49.0,2349214.0,2774105.0,1030837.0,1177999.0,2.69,7.85
2024-05-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,14,80,12,3,4,76.0,6408510.0,6902834.0,1941468.0,1177999.0,3.56,18.9
2024-06-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,17,78,17,6,4,66.0,12023505.0,12520177.0,2824765.0,1177999.0,4.43,35.43
2024-07-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,17,86,22,7,3,90.0,24545481.0,25159829.0,4413940.0,1177999.0,5.7,68.9
2024-08-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,16,84,18,5,4,91.0,26433889.0,27171764.0,4690985.0,1177999.0,5.79,74.41
2024-09-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,15,77,19,5,4,43.0,10671350.0,11177605.0,2282184.0,1177999.0,4.9,31.63
2024-10-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,9,68,12,3,3,47.0,3010183.0,3450236.0,1120644.0,1177999.0,3.08,9.45
2024-11-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,5,58,9,0,0,56.0,641755.0,988398.0,444140.0,1177999.0,2.23,2.8
2024-12-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,8,49,7,0,0,80.0,496769.0,880186.0,410274.0,1177999.0,2.15,2.41
2025-01-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,51,7,0,0,33.0,,650191.0,257260.0,,2.53,
2025-02-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,5,55,7,0,0,39.0,,707655.0,312971.0,,2.26,
2025-03-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,9,59,7,0,0,42.0,,1001810.0,433279.0,,2.31,
2025-04-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,10,61,11,2,3,45.0,,3285477.0,1183596.0,,2.78,
2025-05-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,12,68,15,5,5,74.0,,5868629.0,1842550.0,,3.19,
2025-06-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,14,70,16,6,6,77.0,,14338131.0,3180196.0,,4.51,
2025-07-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,16,70,21,6,5,82.0,,24949182.0,4356619.0,,5.73,
2025-08-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,11,80,16,8,5,100.0,,26698687.0,4712840.0,,5.67,
2025-09-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,11,78,17,7,6,63.0,,11878893.0,2413037.0,,4.92,
2025-10-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,69,15,4,3,43.0,,3534395.0,1145990.0,,3.08,
2025-11-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,57,13,0,0,44.0,,931046.0,414243.0,,2.25,
2025-12-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,3,56,12,0,0,71.0,,941480.0,440431.0,,2.14,
2026-01-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,4,52,10,0,0,32.0,,666278.0,264054.0,,2.52,
2026-02-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,4,61,10,0,0,36.0,,,328081.0,,,
2026-03-01,Croatia,Adriatic Croatia,Splitsko-dalmatinska županija,split,6,61,11,0,0,49.0,,,,,,
2020-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,1,,70480.0,544720.0,219726.0,1048350.0,2.48,1.68
2020-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,1,,63245.0,610408.0,278714.0,1048350.0,2.19,2.01
2020-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,2,0,0,1,,24583.0,289593.0,104385.0,1048350.0,2.77,0.89
2020-04-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,0,0,0,1,,1952.0,34063.0,2241.0,1048350.0,15.2,0.11
2020-05-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,2,,7419.0,166954.0,62040.0,1048350.0,2.69,0.51
2020-06-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,5,,40280.0,3587986.0,797499.0,1048350.0,4.5,11.41
2020-07-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,3,,65449.0,14657372.0,2244495.0,1048350.0,6.53,45.1
2020-08-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,6,,92476.0,16685990.0,2466228.0,1048350.0,6.77,51.34
2020-09-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,1,,45325.0,3124170.0,487917.0,1048350.0,6.4,9.93
2020-10-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,0,,32840.0,617635.0,184489.0,1048350.0,3.35,1.9
2020-11-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,2,0,0,0,,20212.0,268521.0,87197.0,1048350.0,3.08,0.85
2020-12-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,2,0,0,1,,17311.0,183932.0,62451.0,1048350.0,2.95,0.57
2021-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,2,0,0,0,,33947.0,249008.0,87634.0,1085713.0,2.84,0.74
2021-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,0,,35190.0,245100.0,104065.0,1085713.0,2.36,0.81
2021-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,36480.0,359537.0,132604.0,1085713.0,2.71,1.07
2021-04-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,38859.0,667922.0,219583.0,1085713.0,3.04,2.05
2021-05-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,0,,44965.0,1501484.0,407124.0,1085713.0,3.69,4.46
2021-06-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,3,,68792.0,6515509.0,1370080.0,1085713.0,4.76,20.0
2021-07-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,7,,118141.0,20944793.0,3531014.0,1085713.0,5.93,62.23
2021-08-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,70,,155136.0,26185693.0,4065400.0,1085713.0,6.44,77.8
2021-09-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,1,5,0,0,2,,76845.0,10187844.0,1760130.0,1085713.0,5.79,31.28
2021-10-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,1,,71848.0,2185210.0,636693.0,1085713.0,3.43,6.49
2021-11-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,53322.0,575764.0,220466.0,1085713.0,2.61,1.77
2021-12-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,52634.0,553820.0,235961.0,1085713.0,2.35,1.65
2022-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,59706.0,505088.0,172813.0,1127178.0,2.92,1.45
2022-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,1,0,,56406.0,569773.0,225448.0,1127178.0,2.53,1.81
2022-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,54071.0,811830.0,314872.0,1127178.0,2.58,2.32
2022-04-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,1,4,0,0,1,,77252.0,2524820.0,832563.0,1127178.0,3.03,7.47
2022-05-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,2,,80568.0,4262857.0,1230878.0,1127178.0,3.46,12.2
2022-06-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,4,,100911.0,13068016.0,2658171.0,1127178.0,4.92,38.65
2022-07-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,1,4,0,0,16,,142432.0,25251042.0,4339175.0,1127178.0,5.82,72.26
2022-08-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,90,,173004.0,27515088.0,4376957.0,1127178.0,6.29,78.74
2022-09-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,2,,93229.0,11129168.0,2072946.0,1127178.0,5.37,32.91
2022-10-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,1,,81335.0,2826847.0,891762.0,1127178.0,3.17,8.09
2022-11-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,1,,68686.0,800869.0,324118.0,1127178.0,2.47,2.37
2022-12-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,67824.0,739985.0,329442.0,1127178.0,2.25,2.12
2023-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,69214.0,601576.0,228788.0,1149340.0,2.63,1.69
2023-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,65059.0,651143.0,272438.0,1149340.0,2.39,2.02
2023-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,1,,64047.0,982111.0,424191.0,1149340.0,2.32,2.76
2023-04-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,2,,89214.0,3040869.0,1090608.0,1149340.0,2.79,8.82
2023-05-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,2,,97202.0,5570471.0,1624019.0,1149340.0,3.43,15.63
2023-06-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,9,,107976.0,13182447.0,2732647.0,1149340.0,4.82,38.23
2023-07-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,16,,154011.0,25028824.0,4506216.0,1149340.0,5.55,70.25
2023-08-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,93,,183347.0,26886341.0,4434102.0,1149340.0,6.06,75.46
2023-09-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,2,,104413.0,11570721.0,2390861.0,1149340.0,4.84,33.56
2023-10-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,88539.0,3164783.0,1024654.0,1149340.0,3.09,8.88
2023-11-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,1,,74059.0,822758.0,368705.0,1149340.0,2.23,2.39
2023-12-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,7,0,0,0,,82542.0,839104.0,389344.0,1149340.0,2.16,2.36
2024-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,1,,69085.0,594306.0,231154.0,1177999.0,2.57,1.63
2024-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,0,,77304.0,702884.0,312397.0,1177999.0,2.25,2.06
2024-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,0,,74833.0,1321372.0,536528.0,1177999.0,2.46,3.62
2024-04-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,3,,92335.0,2774105.0,1030837.0,1177999.0,2.69,7.85
2024-05-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,5,,107728.0,6902834.0,1941468.0,1177999.0,3.56,18.9
2024-06-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,8,,112925.0,12520177.0,2824765.0,1177999.0,4.43,35.43
2024-07-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,14,,163628.0,25159829.0,4413940.0,1177999.0,5.7,68.9
2024-08-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,100,,197432.0,27171764.0,4690985.0,1177999.0,5.79,74.41
2024-09-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,6,,103448.0,11177605.0,2282184.0,1177999.0,4.9,31.63
2024-10-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,1,,93095.0,3450236.0,1120644.0,1177999.0,3.08,9.45
2024-11-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,80964.0,988398.0,444140.0,1177999.0,2.23,2.8
2024-12-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,81993.0,880186.0,410274.0,1177999.0,2.15,2.41
2025-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,,650191.0,257260.0,,2.53,
2025-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,1,,,707655.0,312971.0,,2.26,
2025-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,,1001810.0,433279.0,,2.31,
2025-04-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,2,,,3285477.0,1183596.0,,2.78,
2025-05-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,2,,,5868629.0,1842550.0,,3.19,
2025-06-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,3,0,0,6,,,14338131.0,3180196.0,,4.51,
2025-07-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,15,,,24949182.0,4356619.0,,5.73,
2025-08-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,87,,,26698687.0,4712840.0,,5.67,
2025-09-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,5,,,11878893.0,2413037.0,,4.92,
2025-10-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,,3534395.0,1145990.0,,3.08,
2025-11-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,6,0,0,0,,,931046.0,414243.0,,2.25,
2025-12-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,5,0,0,0,,,941480.0,440431.0,,2.14,
2026-01-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,2,,,666278.0,264054.0,,2.52,
2026-02-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,,,328081.0,,,
2026-03-01,Croatia,Sjeverna Hrvatska,Varaždinska županija,varazdin,0,4,0,0,0,,,,,,,
2020-01-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,8,70,27,0,0,26.0,131272.0,544720.0,219726.0,1048350.0,2.48,1.68
2020-02-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,66,13,0,0,32.0,115070.0,610408.0,278714.0,1048350.0,2.19,2.01
2020-03-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,3,33,12,1,0,15.0,49907.0,289593.0,104385.0,1048350.0,2.77,0.89
2020-04-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,1,19,5,2,0,32.0,9787.0,34063.0,2241.0,1048350.0,15.2,0.11
2020-05-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,3,26,6,0,0,66.0,17000.0,166954.0,62040.0,1048350.0,2.69,0.51
2020-06-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,4,41,8,0,0,53.0,50304.0,3587986.0,797499.0,1048350.0,4.5,11.41
2020-07-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,4,41,7,0,0,23.0,74534.0,14657372.0,2244495.0,1048350.0,6.53,45.1
2020-08-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,41,8,0,0,31.0,82040.0,16685990.0,2466228.0,1048350.0,6.77,51.34
2020-09-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,46,7,0,0,52.0,75695.0,3124170.0,487917.0,1048350.0,6.4,9.93
2020-10-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,4,39,7,0,0,60.0,76446.0,617635.0,184489.0,1048350.0,3.35,1.9
2020-11-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,4,33,5,0,0,38.0,55489.0,268521.0,87197.0,1048350.0,3.08,0.85
2020-12-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,3,33,7,0,0,31.0,42533.0,183932.0,62451.0,1048350.0,2.95,0.57
2021-01-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,3,36,8,0,0,22.0,42620.0,249008.0,87634.0,1085713.0,2.84,0.74
2021-02-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,3,38,5,0,0,36.0,47058.0,245100.0,104065.0,1085713.0,2.36,0.81
2021-03-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,5,37,4,0,0,48.0,57614.0,359537.0,132604.0,1085713.0,2.71,1.07
2021-04-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,4,36,5,0,0,55.0,72771.0,667922.0,219583.0,1085713.0,3.04,2.05
2021-05-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,5,41,8,0,0,36.0,85815.0,1501484.0,407124.0,1085713.0,3.69,4.46
2021-06-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,5,46,9,0,0,53.0,104107.0,6515509.0,1370080.0,1085713.0,4.76,20.0
2021-07-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,51,12,1,0,41.0,159511.0,20944793.0,3531014.0,1085713.0,5.93,62.23
2021-08-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,5,49,11,2,0,43.0,191736.0,26185693.0,4065400.0,1085713.0,6.44,77.8
2021-09-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,5,57,11,2,0,43.0,169955.0,10187844.0,1760130.0,1085713.0,5.79,31.28
2021-10-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,61,13,2,0,55.0,156699.0,2185210.0,636693.0,1085713.0,3.43,6.49
2021-11-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,52,14,0,0,42.0,128002.0,575764.0,220466.0,1085713.0,2.61,1.77
2021-12-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,65,14,0,0,31.0,159336.0,553820.0,235961.0,1085713.0,2.35,1.65
2022-01-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,49,15,0,0,28.0,104437.0,505088.0,172813.0,1127178.0,2.92,1.45
2022-02-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,50,19,0,0,38.0,103657.0,569773.0,225448.0,1127178.0,2.53,1.81
2022-03-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,9,56,18,0,0,62.0,132138.0,811830.0,314872.0,1127178.0,2.58,2.32
2022-04-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,9,60,23,1,0,67.0,170046.0,2524820.0,832563.0,1127178.0,3.03,7.47
2022-05-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,10,63,22,0,0,81.0,183582.0,4262857.0,1230878.0,1127178.0,3.46,12.2
2022-06-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,8,62,21,0,0,62.0,203908.0,13068016.0,2658171.0,1127178.0,4.92,38.65
2022-07-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,54,19,2,0,41.0,246146.0,25251042.0,4339175.0,1127178.0,5.82,72.26
2022-08-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,55,22,1,0,36.0,257483.0,27515088.0,4376957.0,1127178.0,6.29,78.74
2022-09-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,8,69,24,1,0,53.0,226916.0,11129168.0,2072946.0,1127178.0,5.37,32.91
2022-10-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,9,72,25,1,0,79.0,208745.0,2826847.0,891762.0,1127178.0,3.17,8.09
2022-11-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,11,77,20,0,0,41.0,159065.0,800869.0,324118.0,1127178.0,2.47,2.37
2022-12-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,9,82,21,0,0,35.0,209921.0,739985.0,329442.0,1127178.0,2.25,2.12
2023-01-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,58,25,0,0,39.0,127643.0,601576.0,228788.0,1149340.0,2.63,1.69
2023-02-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,63,24,0,0,52.0,123697.0,651143.0,272438.0,1149340.0,2.39,2.02
2023-03-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,8,63,24,0,0,70.0,160342.0,982111.0,424191.0,1149340.0,2.32,2.76
2023-04-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,9,80,24,0,0,80.0,208247.0,3040869.0,1090608.0,1149340.0,2.79,8.82
2023-05-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,72,22,1,0,74.0,227551.0,5570471.0,1624019.0,1149340.0,3.43,15.63
2023-06-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,68,21,1,0,60.0,234303.0,13182447.0,2732647.0,1149340.0,4.82,38.23
2023-07-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,63,24,2,0,45.0,266993.0,25028824.0,4506216.0,1149340.0,5.55,70.25
2023-08-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,63,24,2,0,40.0,274231.0,26886341.0,4434102.0,1149340.0,6.06,75.46
2023-09-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,83,23,2,0,54.0,257468.0,11570721.0,2390861.0,1149340.0,4.84,33.56
2023-10-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,8,77,24,0,0,67.0,224181.0,3164783.0,1024654.0,1149340.0,3.09,8.88
2023-11-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,8,82,25,1,0,45.0,168726.0,822758.0,368705.0,1149340.0,2.23,2.39
2023-12-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,10,100,23,1,0,55.0,234072.0,839104.0,389344.0,1149340.0,2.16,2.36
2024-01-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,7,66,27,0,0,48.0,133364.0,594306.0,231154.0,1177999.0,2.57,1.63
2024-02-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,72,32,0,0,45.0,130856.0,702884.0,312397.0,1177999.0,2.25,2.06
2024-03-01,Croatia,City of Zagreb,Grad Zagreb,zagreb,6,69,23,2,0,67.0,166763.0,1321372.0,536528.0,1177999.0,2.46,3.62
